Object,d_lum,r_50_phys,r_50_phys err,E(B-V)_nebular,E(B-V)_nebular err,E(B-V)_uv,E(B-V)_uv err,O2_3726A,O2_3726Ae,O2_3729A,O2_3729Ae,Ne3_3869A,Ne3_3869Ae,H1r_4861A,H1r_4861Ae,O3_4959A,O3_4959Ae,O3_5007A,O3_5007Ae,H1r_1216A,H1r_1216Ae,EW(Hb),EW(Hb) err,EW(O3+Hb),EW(O3+Hb) err,EW(LyA),EW(LyA) err,L(H1r_4861A),L(H1r_4861A) err,R23,R23 err,O32,O32 err,UV-beta,UV-beta err,beta1550,beta1550 err,M_1500,M_1500 err,SFR,SFR err,log10(SFR),log10(SFR) err,log10(Sigma_SFR)-Hbeta,log10(Sigma_SFR)-Hbeta err,log10(Sigma_SFR)-UV,log10(Sigma_SFR)-UV err,f_esc(LyA),f_esc(LyA) err,Te_O3,Te_O3 err,OH_12,OH_12 err,log10(Mstar),log10(Mstar) lower,log10(Mstar) upper,P(>N|B),f(LyC),f(LyC) err lower,f(LyC) err upper,f(LyC)/f1100,f(LyC)/f1100 err lower,f(LyC)/f1100 err upper,L(LyC),f_esc(LyC),f_esc(LyC) err,Wl-HI,Wl-HIerr,Rl-HI,Rl-HIerr,Wl-LIS,Wl-LISerr,Rl-LIS,Rl-LISerr,OI+Ly1026-Wl,OI+Ly1026-Wlerr,SiII1260-Wl,SiII1260-Wlerr,CII1334-Wl,CII1334-Wlerr,OI+Ly1026-Rl,OI+Ly1026-Rlerr,SiII1260-Rl,SiII1260-Rlerr,CII1334-Rl,CII1334-Rlerr
J130059+451057,1739.202772,2.10283751,0.220497565,1.22E-11,0.111880357,0.4385,0.1408,16.83849116,3.992522515,16.58810167,3.758382947,3.223801866,2.105241318,11.78681828,2.54855104,9.389920992,2.000199752,24.95227883,4.838220704,-15.502483,11.704713,11.77029371,1.198897359,37.98025423,1.935445521,-3.9360091,2.9726678,4.27E+40,9.23E+39,0.694859109,0.10852288,-0.126981896,0.11030151,-0.834238969,0.627150252,-0.3416,0.8096,-18.5798,0.4429,0.671162149,0.06302437,-0.173172544,0.093903344,-1.616963843,0.104362963,0.169725193,0.058252903,-0.055717845,-0.044556866,9537.113481,2082.253893,8.314422307,0.224611591,9.26201093,0.38238752,0.51110214,0.933596323,0,0.137948243,0.131884506,0.03676346,0.039033064,0.03676346,4.78E+38,0.0009,0.0074,3.353929,0.648016,100,-99,2.174887,2.123011,0.356505,0.612787,1.4843,3.2355,1.2296,5.791,-1.0852,16.5205,-0.2678,0.6515,0.2435,1.5649,0.2109,3.202
J130128+510451,1842.965494,0.607106758,0.144147397,0.09741911,0.014871871,0.0969,0.0312,306.4382699,24.3721955,327.4863741,27.08913852,167.7221422,12.37069993,374.7088888,23.03554556,690.7885676,41.16605952,2058.16728,121.258464,1430.8634,114.90185,76.18651545,1.601837921,526.5294274,6.218656142,27.172036,3.0396383,1.52E+42,9.36E+40,0.85639589,0.03361596,0.511443034,0.035747634,-1.875769447,0.208693536,-2.102,0.148,-21.0394,0.0715,23.95845641,0.639657723,1.379458834,0.02669862,1.014748831,0.106516315,0.968969668,0.104450385,0.154668117,0.022919084,10998.51539,295.9708087,8.271081695,0.044798972,9.11415516,0.42672474,0.44238313,2.35E-09,1.696220994,0.386634275,0.422352205,0.031079566,0.007061629,0.00782465,6.90E+39,0.0268,0.0134,3.060516,0.165391,0.154914,0.048845,0.101037,0.582413,0.502684,0.169195,2.7487,0.5449,0.0169,1.0665,-99,-99,0.0355,0.0966,0.6588,0.3215,0.5607,0.6814
J130559+422638,1646.874059,0.310075406,0.1318099,0.148921989,0.017646655,0.0143,0.0193,29.07519842,3.096948385,26.46774853,3.111762052,74.49100561,5.244260083,143.1841476,9.020409848,322.0272218,19.63717517,1012.217464,68.30250797,780.56813,22.692568,269.3580354,18.33304932,1910.675805,97.38261469,119.6624,10.849918,4.65E+41,2.93E+40,0.872578876,0.039032525,1.260644908,0.045135201,-2.037891039,0.212176786,-2.5966,0.1149,-18.2864,0.0551,7.310484254,0.200014644,0.863946146,0.027359972,1.082831636,0.186630539,0.159238962,0.185743765,0.233786248,0.032319516,15689.63268,1098.64027,7.848218483,0.043993229,8.47467177,0.41859957,0.45004994,4.32E-10,0.60629458,0.113158891,0.124313887,0.094699012,0.017518192,0.018630958,1.97E+39,0.1777,0.0685,1.560874,0.213324,0.300583,0.068292,0.099099,0.566265,0.663847,0.197895,1.3621,0.5796,0.1666,0.9949,0.007,1.8038,0.1909,0.2321,0.4549,0.3882,0.5427,0.5843
J131037+214817,1452.469699,0.418138836,0.123029311,0.22502786,0.01735692,0.1855,0.0384,372.6320937,26.76914941,394.7843935,23.84544754,101.5383062,9.620360948,311.2195569,17.46055993,391.9876112,21.71801767,1161.717603,61.16778699,1211.2505,72.500692,51.63446169,1.349101833,270.0345286,3.84673885,38.252039,3.6768811,7.86E+41,4.41E+40,0.792295536,0.029127912,0.180069445,0.030569471,-1.69891098,0.216219787,-1.7158,0.1708,-20.097,0.083,12.35980082,0.301152912,1.092011472,0.024365515,1.051190592,0.130085057,1.264020994,0.129656294,0.128236372,0.01086279,10291.55588,259.5302833,8.354202095,0.044217939,9.00647214,0.41806349,0.47677207,5.20E-09,1.936243171,0.474724147,0.514158462,0.057999264,0.014166184,0.015575673,4.89E+39,0.0163,0.0146,2.23933,0.28962,0.316912,0.103331,1.016814,0.605042,0.436342,0.18205,1.5333,0.8189,2.7578,1.1531,-1.5356,2.2168,0.1695,0.2319,0.1676,0.3242,0.575,0.6448
J131419+104739,1529.477928,0.966657156,0.250000573,0.162080085,0.012042465,0.2595,0.0292,789.0802846,44.53311131,749.3503413,42.8221729,167.9075909,11.35097836,510.2803384,25.99910301,581.476223,29.05495623,1710.787562,83.28900737,363.48933,93.385045,35.78999095,0.640093832,158.1161989,1.533924198,6.2325626,2.4684711,1.43E+42,7.28E+40,0.803970041,0.026110404,0.046118167,0.027408458,-1.385253442,0.170514133,-1.1977,0.142,-20.9688,0.0645,22.4711704,0.497232531,1.351625693,0.022127576,0.582900884,0.114477793,1.127954248,0.11510869,0.028222743,0.00753067,10738.25404,229.720442,8.334226097,0.035703988,10.4642766,0.41628675,0.45052401,0.697532628,0,0.288623545,0.28977058,0.005081152,0.005331308,0.005081152,8.11E+38,0.001,0.0007,2.882327,0.251596,0.161726,0.061325,2.847636,0.375482,0.345823,0.106858,3.7528,0.5503,1.6007,0.8939,2.3693,0.8629,0.0726,0.1028,0.4003,0.2904,0.2261,0.256
J131904+510309,1658.188039,0.727730185,0.141475885,0.418477291,0.020963786,0.3951,0.0712,645.0840757,33.08115235,681.3983332,32.81210586,82.42921588,9.623035174,346.8836097,17.14424256,224.4713381,11.42364613,686.3183275,32.98533879,233.02684,29.8709,21.49778693,0.588900713,66.83080038,1.20882179,32.104455,5.0683397,1.14E+42,5.64E+40,0.763617003,0.024747626,-0.286175898,0.02585318,0.790093857,0.197676131,-0.5115,0.402,-19.0805,0.1892,17.95484937,0.385390141,1.254181766,0.021464404,0.732061119,0.087115617,1.106891795,0.089095297,0.023951299,0.003444742,10676.34623,251.7017761,8.26012184,0.044641772,10.6254803,0.4095409,0.45413755,0.991736264,0,0.152591014,0.150486942,0.024115259,0.024745818,0.024115259,4.95E+38,0.0022,0.0044,4.637198,0.404423,100,-99,3.124358,0.745112,0.091907,0.221767,2.897,1.3383,2.8351,1.7981,3.0699,1.5782,-0.0228,0.3646,0.0928,0.5633,-0.2434,0.5149
J132633+421824,1658.769559,0.606185037,0.135082713,0.164131649,0.012565438,0.0552,0.0803,278.5737306,15.78436471,429.7003534,24.92343467,176.3437685,10.27228629,412.7826297,21.58091771,752.7721779,39.66786363,2256.093571,117.6289614,1269.4847,104.29011,110.2116086,2.545579899,692.0692856,11.14472412,47.364961,5.5185664,1.36E+42,7.11E+40,0.856210652,0.028830681,0.503155757,0.028981863,-1.274592143,0.342976853,-2.1685,0.4436,-19.7909,0.2314,21.38080029,0.485463707,1.330023957,0.022705591,0.966633665,0.099406345,0.332031411,0.100780614,0.114049369,0.011889293,11229.66934,513.3926479,8.215675903,0.032441488,8.69199897,0.42953973,0.43929109,3.20E-07,1.90250403,0.487758691,0.543485072,0.080329457,0.020776546,0.023511569,6.27E+39,0.1185,0.1133,1.664075,0.395721,0.062216,0.071328,0.695652,1.549937,0.409116,0.506407,2.244,0.9063,-1.6761,3.1564,-0.6594,3.9707,-0.0845,0.169,0.7349,0.948,0.4781,1.1357
J132937+573315,1607.387016,2.580020672,0.173105549,0.232934386,0.024874079,0.1939,0.0401,704.9804468,47.98438513,869.4956733,58.82463089,116.5717719,11.63633389,356.6053703,23.95370113,303.8704009,20.25727059,879.2991352,55.63285393,27.131618,71.271873,17.19383534,0.455616952,59.88898117,0.839652671,0.66768906,2.03243054,1.10E+42,7.41E+40,0.837646903,0.033593066,-0.252999432,0.034546811,-1.066182174,0.186351069,-1.877,0.2304,-20.5311,0.102,17.34439761,0.505974097,1.239159221,0.029172192,-0.382267018,0.041232126,-0.090013492,0.039293322,0.002887649,0.007589005,11938.13055,379.6325464,8.198298915,0.058128672,9.91606315,0.3723025,0.50903807,0.575436745,0,0.257701088,0.22679681,0.005445274,0.005997347,0.005445274,7.01E+38,0.0011,0.0016,4.277096,0.25698,0.071854,0.050502,0.951518,0.460569,0.485167,0.146337,4.2607,0.7242,0.5695,0.8627,2.6493,1.2109,-0.0412,0.0968,0.4727,0.3118,0.2912,0.4075
J134559+112848,1187.532602,1.336356926,0.126388254,0.202196986,0.014292911,0.3024,0.0222,1116.712675,61.44083479,947.1405126,54.32379556,238.6417948,16.42149734,631.8669199,32.9466087,743.6228707,37.73961715,2278.309543,112.8202583,-435.91919,79.469581,26.68118442,0.592030689,125.5365931,1.136848096,-5.9849762,2.7518511,1.07E+42,5.56E+40,0.837080476,0.026597065,0.042933929,0.027574224,-0.485462156,0.105996825,-1.0116,0.1175,-20.6892,0.0486,16.77440529,0.379853858,1.224647132,0.022644848,0.174622326,0.046902822,0.932642551,0.043670999,-0.02560194,-0.004922199,11250.04369,243.1617816,8.321846275,0.054741954,10.1171701,0.41480037,0.45350177,0.702692291,0,1.147657935,1.460545122,0.020512472,0.015527545,0.020512472,2.47E+39,0.002,0.0015,4.299682,0.124415,0.023204,0.02689,2.999614,0.252237,0.323321,0.068472,3.6144,0.3464,1.5193,0.5647,1.5342,0.8307,-0.0181,0.0361,0.3997,0.1495,0.4556,0.3464
J1349+5631,1941.937769,0.548487532,0.15062586,0.250184662,0.027604292,0.1564,0.0723,66.25447949,5.471893316,89.2257814,6.71638782,47.20385114,3.879626164,87.06275927,6.140612113,171.2728395,11.52442553,508.1968247,32.98054371,470,56,194.8382768,17.94056436,1566.948847,116.3756423,95.1,3.2,3.93E+41,2.77E+40,0.882124396,0.037896901,0.514356686,0.037147456,-2.417674478,0.431534251,-1.7702,0.3727,-18.6539,0.2019,6.180640367,0.189320227,0.791033474,0.030631167,0.514520086,0.123136818,0.326376514,0.122615694,0.207082678,0.034753563,11435.08429,550.0046637,8.229066393,0.054292128,7.36,0.114176611,0.114176611,0.760292927,0,0.095053579,0.111981578,0.022567161,0.020071261,0.022567161,4.51E+39,0.0093,0.0083,2.387646,0.345825,0.041148,0.078821,0.338093,1.109099,0.537264,0.241918,-99,-99,-0.5567,1.955,-0.7266,9.6682,0.3689,0.4338,0.5478,0.3699,0.6883,2.9931
J135008+662438,2069.48506,1.368481908,0.165951207,0.007267722,0.029949288,0.4015,0.0729,45.87908682,5.352030106,63.19253601,7.2987522,16.40128641,2.193467419,47.64796652,4.943735899,60.64640766,6.697401089,200.645955,19.48562661,359.88783,42.878052,55.07656791,2.610734701,304.4804409,8.936406246,30.361433,4.427805,2.44E+41,2.53E+40,0.812921483,0.054203962,0.264718634,0.055475703,-1.43541495,0.539173752,-0.6468,0.4164,-20.0995,0.2214,3.841487214,0.173099016,0.584499392,0.045060417,-0.486158597,0.069311536,1.004697033,0.060966514,0.320929476,0.055997652,10471.46207,769.0485084,8.301254944,0.076106051,8.79004665,0.42312241,0.44658046,0.226525545,0.102982483,0.156753515,0.156775233,0.009562125,0.014458398,0.014231102,5.28E+38,0.0005,0.0012,3.172973,0.386616,0.052255,0.101987,1.860929,1.504508,0.387408,0.405843,1.6729,1.6263,0.3631,3.8899,-0.0814,5.7519,0.1093,0.3986,0.225,1.0045,0.0816,3.617
J1355+1457,1951.138572,0.592585445,0.135011268,0.118366828,0.016797788,0.0476,0.0416,61.34312428,4.869058002,76.85687562,5.520206862,78.49169451,5.98025781,150.4778221,9.946187152,306.8802617,19.99658403,909.6131359,61.81288446,689,73,208.3780528,8.445755349,947.4165328,32.59169235,151.6,2.9,6.86E+41,4.53E+40,0.842811342,0.038596782,0.818348681,0.037497208,-2.188997113,0.338464266,-2.2825,0.2232,-18.899,0.1194,10.78398204,0.309561969,1.032779156,0.02870572,0.689097328,0.103026984,-0.007033784,0.102431196,0.165219937,0.021725382,15803.80771,959.3463577,7.831275116,0.042896632,7.74,0.120071599,0.120071599,0.036931968,0.170344515,0.087399174,0.101317801,0.021041508,0.011126426,0.012699508,4.56E+39,0.0529,0.0355,2.846886,0.211199,0.084744,0.060387,0.721067,0.854282,0.4842,0.2144,2.0487,0.6233,1.3046,1.406,1.1249,2.9002,-0.0014,0.1423,0.4577,0.4292,0.4452,0.5228
J140333+612115,1443.756528,0.439022919,0.124276333,0.265725341,0.019381951,0.1394,0.0193,125.6816916,11.53575373,158.6799363,13.05486639,179.787462,12.73013462,312.4359875,18.02830578,676.5458671,36.17717852,1989.407937,104.854194,1224.2436,25.511109,223.783647,18.52316931,1537.613261,95.65847143,90.548381,7.1136004,7.79E+41,4.50E+40,0.861985397,0.032251553,0.844852854,0.035098183,-1.331566347,0.127726053,-1.8488,0.0922,-19.0058,0.0424,12.25968761,0.307225724,1.088479404,0.025059833,1.005325151,0.125465954,0.591572075,0.125254937,0.167926871,0.015421657,16656.80499,1139.52646,7.755890366,0.041812631,8.72716285,0.42116598,0.44849611,0.001773343,0.416967558,0.152458932,0.166328577,0.03294391,0.012130145,0.012909528,1.04E+39,0.0307,0.0166,1.48497,0.222831,0.399754,0.087399,0.427087,0.36627,0.568889,0.11375,-99,-99,1.0409,0.7215,0.0624,1.1052,0.2899,0.1609,0.7157,0.2852,0.6099,0.3849
J141013+434435,1893.078318,0.509555576,0.144900101,0.141317599,0.012340984,0.0724,0.056,94.76236837,7.325013262,130.801756,9.181429983,161.5714737,9.630623208,268.9212645,14.18120536,662.2384592,35.06999756,2023.57952,109.6424878,1252.4502,41.582027,202.4007607,4.417662159,1549.77402,37.98105722,120.42737,11.128532,1.15E+42,6.08E+40,0.922392048,0.031270807,0.952850248,0.032636156,-1.583787918,0.309278399,-2.0954,0.2713,-19.1936,0.1365,18.14231645,0.415494279,1.258692738,0.022901942,1.046129752,0.125603986,0.30980279,0.125671016,0.182535452,0.015151651,13835.59978,592.8021561,8.02116922,0.034942746,8.71532652,0.42525556,0.44329852,5.66E-15,1.164592062,0.185936806,0.200594837,0.113641535,0.018628724,0.020384443,5.00E+39,0.1053,0.0705,2.292075,0.237582,0.092859,0.055666,1.286316,0.828688,0.220458,0.233505,0.8065,1.3371,1.698,1.3393,1.4724,2.4197,0.1275,0.1944,0.4268,0.6997,0.08,0.7791
J143256+274249,1352.439179,0.308216993,0.115749613,0.396703914,0.020070826,0.207,0.0095,1535.502778,79.40915896,672.2405852,51.45593725,198.9810528,30.78519511,911.5987357,44.03486508,444.6167153,26.38812166,1273.292575,57.79449366,2200.2991,96.967397,18.38469757,0.413773147,45.01217121,0.574133561,19.562983,2.5396395,2.00E+42,9.64E+40,0.581904793,0.025128793,-0.239020381,0.027111883,-0.764289928,0.046796868,-1.4065,0.0463,-21.1932,0.0224,31.38843271,0.658486536,1.496769631,0.020978637,1.720876604,0.164441159,2.016631261,0.163336443,0.091521375,0.007051211,8303.170921,129.750927,8.550573649,0.043707831,10.54,0.163508353,0.163508353,0,19.92890814,1.346211995,1.435195413,0.209544517,0.013847922,0.014781053,2.19E+39,0.06,0.0081,2.599702,0.088211,0.414416,0.037379,0.974676,0.146788,0.710907,0.058898,-99,-99,1.0455,0.2718,0.6971,0.4612,0.8341,0.0871,0.6838,0.1168,0.8112,0.1333
